Geneid	ENSEMBL	log2FoldChange	padj	DEG
Cdc34	ENSMUSG00000020307.15	0.66	0.0103920000745951	NS
Tuba1c	ENSMUSG00000043091.9	0.63	0.0104200526495864	NS
Gcat	ENSMUSG00000006378.15	0.58	0.0105106427122132	NS
Gps1	ENSMUSG00000025156.17	0.7	0.0107648171878177	NS
Akap9	ENSMUSG00000040407.17	-0.79	0.0109682727600327	NS
Smu1	ENSMUSG00000028409.11	0.6	0.0109861274292467	NS
Gm31508	ENSMUSG00000113387.1	-0.39	0.0111499502607121	NS
Tet3	ENSMUSG00000034832.15	-0.61	0.0115804963936455	NS
Fcgbp	ENSMUSG00000047730.17	-0.8	0.0115804963936455	NS
Trim30b	ENSMUSG00000052749.9	-5.39	0.0115804963936455	Downregulated
Gm34354	ENSMUSG00000114854.1	-5.55	0.0115812010317048	Downregulated
Abca8a	ENSMUSG00000041828.15	-0.26	0.0115930623289097	NS
Igfbp4	ENSMUSG00000017493.12	0.8	0.0116378609268226	NS
Dennd6b	ENSMUSG00000015377.10	-1.08	0.0117668419714194	Downregulated
Fam126a	ENSMUSG00000028995.14	1.05	0.0118573424017707	Upregulated
Gm3776	ENSMUSG00000111709.1	-1.27	0.0119316038374601	Downregulated
Isg15	ENSMUSG00000035692.6	1	0.0120127871718429	Upregulated
Efcab8	ENSMUSG00000044083.12	-0.25	0.0120639718162006	NS
Cemip	ENSMUSG00000052353.13	-2.59	0.0120689255923658	Downregulated
Ubl4a	ENSMUSG00000015290.15	0.6	0.0120689255923658	NS
Irf5	ENSMUSG00000029771.12	1.23	0.0120764320964608	Upregulated
Gm43305	ENSMUSG00000105703.2	-0.74	0.0122305267105508	NS
Jakmip2	ENSMUSG00000024502.10	-0.31	0.0122305267105508	NS
Gm11639	ENSMUSG00000040838.10	-4	0.0123050147950732	Downregulated
Mgam	ENSMUSG00000068587.9	-0.51	0.0123179396905722	NS
Sh3rf3	ENSMUSG00000037990.18	-0.27	0.0123179396905722	NS
Klhdc7b	ENSMUSG00000091680.3	-1.79	0.0123179396905722	Downregulated
Ntrk2	ENSMUSG00000055254.15	-2.64	0.0123739007190126	Downregulated
2610002M06Rik	ENSMUSG00000031242.7	0.72	0.0123739007190126	NS
Trp63	ENSMUSG00000022510.14	-0.36	0.0125803694951281	NS
Ptpn18	ENSMUSG00000026126.15	0.58	0.0126113259140836	NS
Ndufs2	ENSMUSG00000013593.12	0.54	0.0126113259140836	NS
Ubr4	ENSMUSG00000066036.14	-0.7	0.0126113259140836	NS
2310011J03Rik	ENSMUSG00000020133.8	0.63	0.0126113259140836	NS
Sycn	ENSMUSG00000084174.3	1.54	0.0127858733126814	Upregulated
C130073E24Rik	ENSMUSG00000110246.1	-5.32	0.0127858733126814	Downregulated
Tep1	ENSMUSG00000006281.8	-0.61	0.0127858733126814	NS
Gsta1	ENSMUSG00000074183.3	-0.81	0.012818068655051	NS
Fstl5	ENSMUSG00000034098.14	-0.34	0.0128869115646283	NS
Anks1b	ENSMUSG00000058589.14	-5.12	0.0128869115646283	Downregulated
Nek10	ENSMUSG00000042567.20	-5.38	0.0129771298561331	Downregulated
Pag1	ENSMUSG00000027508.15	-0.9	0.013004885736257	NS
Celf2	ENSMUSG00000002107.18	-1.22	0.0130823633267182	Downregulated
Tbc1d17	ENSMUSG00000038520.15	-0.84	0.0130823633267182	NS
Nalcn	ENSMUSG00000000197.8	-5.25	0.0130823633267182	Downregulated
Vwa5b2	ENSMUSG00000046613.19	-1.6	0.0130823633267182	Downregulated
Pclo	ENSMUSG00000061601.15	-2.68	0.0131044208369854	Downregulated
Coq9	ENSMUSG00000031782.15	0.59	0.0131091290458844	NS
Kcne3	ENSMUSG00000035165.14	0.78	0.013173299758823	NS
Olfr607	ENSMUSG00000081945.4	-0.24	0.013173299758823	NS
Rhod	ENSMUSG00000041845.11	0.75	0.013173299758823	NS
Ccdc187	ENSMUSG00000048038.8	-0.32	0.0132440930556747	NS
Otog	ENSMUSG00000009487.10	-0.26	0.0132565098213884	NS
Ush2a	ENSMUSG00000026609.15	-2.84	0.0133098986445781	Downregulated
Phgdh	ENSMUSG00000053398.11	0.8	0.0133098986445781	NS
Alk	ENSMUSG00000055471.7	-0.28	0.0133388711465987	NS
Aox4	ENSMUSG00000038242.12	-0.29	0.0133575201233956	NS
Lsm2	ENSMUSG00000007050.17	0.58	0.0133803597778126	NS
Grik2	ENSMUSG00000056073.16	-5.27	0.0134736325914008	Downregulated
Pnn	ENSMUSG00000020994.5	-0.66	0.0134736325914008	NS
Ccnb2	ENSMUSG00000032218.7	0.59	0.0134832078611214	NS
Malat1	ENSMUSG00000092341.3	-0.8	0.0134832078611214	NS
Arl6ip5	ENSMUSG00000035199.6	0.58	0.0135202634210011	NS
Avil	ENSMUSG00000025432.11	0.85	0.0135202634210011	NS
Olfr1256	ENSMUSG00000075073.3	-0.27	0.0135917032216967	NS
Agbl4	ENSMUSG00000061298.14	-5.09	0.0135917032216967	Downregulated
Gm18979	ENSMUSG00000116212.1	-0.18	0.0136164439330181	NS
Fbxo40	ENSMUSG00000047746.14	-0.18	0.013700976430157	NS
Tyro3	ENSMUSG00000027298.17	1.1	0.0137725981608074	Upregulated
Adgrf1	ENSMUSG00000041293.5	-1.99	0.0138182385657693	Downregulated
Inpp4a	ENSMUSG00000026113.17	-0.73	0.0138261370185853	NS
Osgep	ENSMUSG00000006289.14	0.57	0.0139127487188526	NS
Ang4	ENSMUSG00000060615.5	0.83	0.0140302134552552	NS
Cacna1d	ENSMUSG00000015968.17	-2.38	0.014085112908899	Downregulated
Gm26724	ENSMUSG00000097090.1	-1.04	0.014085112908899	Downregulated
Ndufab1	ENSMUSG00000030869.11	0.55	0.0141431564027626	NS
Gm32742	ENSMUSG00000110266.1	-1.27	0.0141652990114062	Downregulated
Adgrv1	ENSMUSG00000069170.14	-1.98	0.0141652990114062	Downregulated
Fbxl13	ENSMUSG00000048520.16	-0.21	0.0141822360266507	NS
Vmn1r184	ENSMUSG00000046130.7	-5.26	0.0141822360266507	Downregulated
Muc5ac	ENSMUSG00000037974.16	-0.22	0.0141822360266507	NS
Arpp21	ENSMUSG00000032503.18	-5.68	0.0141822360266507	Downregulated
Srp19	ENSMUSG00000014504.16	0.7	0.0141822360266507	NS
Spen	ENSMUSG00000040761.16	-0.69	0.0142131866768999	NS
Nwd1	ENSMUSG00000048148.18	-3.86	0.0142131866768999	Downregulated
Trpv3	ENSMUSG00000043029.2	-2.06	0.0142131866768999	Downregulated
2410015M20Rik	ENSMUSG00000049760.6	0.69	0.0142131866768999	NS
Lct	ENSMUSG00000026354.8	-0.74	0.0142300262813914	NS
Olfr1336	ENSMUSG00000048620.6	-0.22	0.0142432635057562	NS
Sparcl1	ENSMUSG00000029309.7	-0.24	0.0143063055390944	NS
Alkbh7	ENSMUSG00000002661.14	0.81	0.0143340175100023	NS
Pknox2	ENSMUSG00000035934.16	-5.23	0.014401056430192	Downregulated
Piezo2	ENSMUSG00000041482.17	-2.51	0.0144438381403268	Downregulated
Gabbr2	ENSMUSG00000039809.10	-0.21	0.0144687646746593	NS
Tspoap1	ENSMUSG00000034156.16	-3.2	0.0144687646746593	Downregulated
Gata6	ENSMUSG00000005836.10	-0.74	0.0144687646746593	NS
Slc2a4rg-ps	ENSMUSG00000085028.2	-1.2	0.0145252456596328	Downregulated
Abcc6	ENSMUSG00000030834.7	-0.98	0.0145252456596328	NS
Gm21269	ENSMUSG00000108448.2	-0.36	0.0145252456596328	NS
Fam135b	ENSMUSG00000036800.8	-3.01	0.0145252456596328	Downregulated
Ddo	ENSMUSG00000063428.8	-2.41	0.0146791039758131	Downregulated
Kdm6b	ENSMUSG00000018476.7	-0.71	0.0146791039758131	NS
Col22a1	ENSMUSG00000079022.10	-5.07	0.0146791039758131	Downregulated
Akap8l	ENSMUSG00000002625.10	-0.76	0.0146791039758131	NS
Vamp3	ENSMUSG00000028955.3	0.52	0.0147230109950841	NS
Olfr843	ENSMUSG00000048391.3	-0.24	0.0147230109950841	NS
Col11a1	ENSMUSG00000027966.20	-5.18	0.0147333605936316	Downregulated
Cep162	ENSMUSG00000056919.9	-1	0.0147333605936316	Downregulated
Eif4e3	ENSMUSG00000093661.1	1.11	0.0148728448840273	Upregulated
Psat1	ENSMUSG00000024640.9	0.75	0.0149703000074095	NS
Ufm1	ENSMUSG00000027746.13	0.55	0.0150320170274688	NS
Myo3a	ENSMUSG00000025716.14	-0.25	0.015193514598967	NS
Phospho2	ENSMUSG00000027088.10	0.67	0.015193514598967	NS
Tenm4	ENSMUSG00000048078.16	-2.34	0.015193514598967	Downregulated
Gm17535	ENSMUSG00000096736.1	-4.93	0.015193514598967	Downregulated
Cacybp	ENSMUSG00000014226.10	0.58	0.0154500931585458	NS
Csgalnact1	ENSMUSG00000036356.15	-0.22	0.0155463642639897	NS
Mrpl54	ENSMUSG00000034932.4	0.63	0.0155463642639897	NS
Pdcd5	ENSMUSG00000030417.15	0.63	0.0155804701843657	NS
Tuba1a	ENSMUSG00000072235.6	0.96	0.0156062969937045	NS
Lsm1	ENSMUSG00000037296.7	0.57	0.0157467687144362	NS
Abcc12	ENSMUSG00000036872.16	-0.32	0.0157467687144362	NS
Hmbs	ENSMUSG00000032126.16	0.58	0.0157467687144362	NS
Zfp334	ENSMUSG00000017667.9	-0.25	0.015779853683242	NS
Fh1	ENSMUSG00000026526.14	0.51	0.0159861881326032	NS
Uba2	ENSMUSG00000052997.15	0.53	0.0159861881326032	NS
Ampd1	ENSMUSG00000070385.12	-0.17	0.0160103889889499	NS
Pla2g4e	ENSMUSG00000050211.14	-0.26	0.0160820065716842	NS
Tbx20	ENSMUSG00000031965.15	-4.59	0.0160820065716842	Downregulated
Pon3	ENSMUSG00000029759.9	0.65	0.016286820552721	NS
Adamtsl3	ENSMUSG00000070469.12	-0.25	0.0163057904434988	NS
Cdhr3	ENSMUSG00000035860.9	-0.27	0.0163301155191224	NS
Crb1	ENSMUSG00000063681.14	-0.32	0.0165654813661231	NS
Rgs7	ENSMUSG00000026527.13	-0.19	0.0165654813661231	NS
Timm10	ENSMUSG00000027076.10	0.81	0.0165654813661231	NS
Jagn1	ENSMUSG00000051256.10	0.6	0.0165654813661231	NS
Bcat1	ENSMUSG00000030268.17	-0.19	0.0165654813661231	NS
Muc6	ENSMUSG00000048191.15	-3.02	0.0165654813661231	Downregulated
Gm47113	ENSMUSG00000111465.1	-0.23	0.0165654813661231	NS
Sv2b	ENSMUSG00000053025.13	-0.28	0.016577437026515	NS
Muc4	ENSMUSG00000079620.13	-0.61	0.0165893930677665	NS
Capn2	ENSMUSG00000026509.15	1.01	0.0166589041787473	Upregulated
Cops6	ENSMUSG00000019494.14	0.52	0.0166735214499827	NS
Sacs	ENSMUSG00000048279.19	-2.89	0.0166735214499827	Downregulated
Plec	ENSMUSG00000022565.15	-0.58	0.0168185101446905	NS
Dnah11	ENSMUSG00000018581.15	-2.71	0.0168742788825122	Downregulated
Obscn	ENSMUSG00000061462.17	-3	0.0169116983644864	Downregulated
Csmd2	ENSMUSG00000028804.20	-4.9	0.0169791755930303	Downregulated
Serp1	ENSMUSG00000027808.8	0.52	0.0170852547092047	NS
Grik5	ENSMUSG00000003378.9	-3.87	0.0170852547092047	Downregulated
Pkd1l2	ENSMUSG00000034416.18	-0.23	0.0170852547092047	NS
Gm26870	ENSMUSG00000097312.1	-2.96	0.0170852547092047	Downregulated
Timm8b	ENSMUSG00000039016.5	0.68	0.0170852547092047	NS
Anapc16	ENSMUSG00000020107.10	0.6	0.0170852547092047	NS
Dcdc2a	ENSMUSG00000035910.15	-0.19	0.0170852547092047	NS
Scn8a	ENSMUSG00000023033.14	-3.01	0.0170852547092047	Downregulated
Sec22a	ENSMUSG00000034473.14	0.67	0.0170852547092047	NS
Ccr6	ENSMUSG00000040899.14	-3.77	0.0170852547092047	Downregulated
Slc35b2	ENSMUSG00000037089.11	0.64	0.0170852547092047	NS
Mrpl14	ENSMUSG00000023939.7	0.66	0.0170852547092047	NS
Gzmb	ENSMUSG00000015437.5	0.91	0.0172064750040384	NS
Chrnb3	ENSMUSG00000031492.13	-0.23	0.017247597854336	NS
Eef1e1	ENSMUSG00000001707.8	0.71	0.0172645126959485	NS
Mob4	ENSMUSG00000025979.13	0.58	0.0174222325328073	NS
Dnajc19	ENSMUSG00000027679.13	0.57	0.0174222325328073	NS
Gm6313	ENSMUSG00000070995.10	-0.22	0.0174222325328073	NS
Fat2	ENSMUSG00000055333.14	-3.31	0.0174222325328073	Downregulated
Gramd1c	ENSMUSG00000036292.14	0.71	0.0174222325328073	NS
Kif6	ENSMUSG00000023999.14	-0.21	0.0174516337658829	NS
Wdr36	ENSMUSG00000038299.16	0.55	0.0174516337658829	NS
Gm38091	ENSMUSG00000103247.1	-0.17	0.0175389218118867	NS
Stoml2	ENSMUSG00000028455.15	0.52	0.0175516263890874	NS
Togaram2	ENSMUSG00000045761.16	-0.2	0.017635262372324	NS
Nt5dc2	ENSMUSG00000071547.4	2.06	0.017679030515603	Upregulated
Klf10	ENSMUSG00000037465.10	-0.74	0.017679030515603	NS
Rorb	ENSMUSG00000036192.15	-4.95	0.017679030515603	Downregulated
Pde10a	ENSMUSG00000023868.17	-4.78	0.0177031010235213	Downregulated
Gm5743	ENSMUSG00000110479.1	-0.2	0.0177733077354416	NS
Zfp616	ENSMUSG00000069476.13	-0.21	0.0178832219210437	NS
Rp1l1	ENSMUSG00000046049.7	-0.31	0.0178832219210437	NS
Olfr652	ENSMUSG00000073927.6	-0.2	0.0179028583963549	NS
Olfr1183	ENSMUSG00000049372.11	-0.28	0.0180932999348197	NS
Tmem132d	ENSMUSG00000034310.8	-0.21	0.0182421716750218	NS
0610012G03Rik	ENSMUSG00000107002.1	0.59	0.0182574258882187	NS
Ube2f	ENSMUSG00000034343.14	0.57	0.0183279246972384	NS
Col2a1	ENSMUSG00000022483.17	-0.24	0.0183279246972384	NS
Ankfn1	ENSMUSG00000047773.13	-4.5	0.0184654515334735	Downregulated
Nlrp9b	ENSMUSG00000060508.16	-1.16	0.0185834336227357	Downregulated
Snrpg	ENSMUSG00000057278.8	0.73	0.0186035924663275	NS
Spcs3	ENSMUSG00000054408.9	0.54	0.0187517231082932	NS
Glb1l2	ENSMUSG00000036395.15	-0.23	0.0188152820750529	NS
Adam23	ENSMUSG00000025964.15	-3.69	0.0188717108019497	Downregulated
Epha5	ENSMUSG00000029245.16	-4.99	0.0189692127725025	Downregulated
Hmgn1	ENSMUSG00000040681.16	0.57	0.0189692127725025	NS
Txn-ps1	ENSMUSG00000101567.1	1.75	0.0189753178080523	Upregulated
Gm49658	ENSMUSG00000116832.1	-0.24	0.0191045656885804	NS
AY702103	ENSMUSG00000067103.6	-0.2	0.0191045656885804	NS
Igf2bp1	ENSMUSG00000013415.9	-0.19	0.0192423972484741	NS
Nrxn3	ENSMUSG00000066392.11	-3.2	0.0192423972484741	Downregulated
Dusp12	ENSMUSG00000026659.13	0.84	0.0192467964412106	NS
Mat2b	ENSMUSG00000042032.13	0.52	0.0192918318898291	NS
Dnah7b	ENSMUSG00000041144.10	-3.23	0.0195850974730142	Downregulated
C8a	ENSMUSG00000035031.15	-0.19	0.0195850974730142	NS
Ociad2	ENSMUSG00000029153.11	0.57	0.0195850974730142	NS
Gm36640	ENSMUSG00000108276.1	-0.2	0.0195850974730142	NS
Snord118	ENSMUSG00000064899.1	0.93	0.0195850974730142	NS
Dnajb9	ENSMUSG00000014905.4	0.58	0.0195850974730142	NS
Vti1b	ENSMUSG00000021124.13	0.5	0.0195850974730142	NS
Myh6	ENSMUSG00000040752.16	-0.19	0.0197175309221965	NS
Prelp	ENSMUSG00000041577.5	-0.77	0.0197841109948485	NS
Mrps7	ENSMUSG00000046756.10	0.54	0.0198160247934401	NS
Zfp541	ENSMUSG00000078796.4	-0.19	0.0198502551740672	NS
Sorcs3	ENSMUSG00000063434.6	-0.3	0.0198502551740672	NS
Gm32479	ENSMUSG00000107619.1	-0.19	0.0200198453234299	NS
Olfr836	ENSMUSG00000059303.6	-0.19	0.0200198453234299	NS
Emcn	ENSMUSG00000054690.17	-0.19	0.0201114200071908	NS
Mrps35	ENSMUSG00000040112.9	0.51	0.0201114200071908	NS
Ces2a	ENSMUSG00000055730.16	-0.58	0.0201114200071908	NS
Unc80	ENSMUSG00000055567.18	-2.65	0.020186575749709	Downregulated
4932411K12Rik	ENSMUSG00000100733.2	-0.27	0.020272110031295	NS
Efcab6	ENSMUSG00000022441.17	-0.17	0.020272110031295	NS
Lpin2	ENSMUSG00000024052.17	-0.58	0.020272110031295	NS
Slco1a4	ENSMUSG00000030237.14	-0.2	0.0205631515095087	NS
Pak7	ENSMUSG00000039913.12	-0.17	0.0206894992391732	NS
Cfap46	ENSMUSG00000049571.18	-0.18	0.0207034406082642	NS
Mpv17l2	ENSMUSG00000035559.9	0.64	0.0207034406082642	NS
Cnn2	ENSMUSG00000004665.10	0.85	0.0208082029597106	NS
Ndufa7	ENSMUSG00000041881.13	0.65	0.0208440651068771	NS
BC055402	ENSMUSG00000101429.1	-0.18	0.0208772057856467	NS
Slc12a1	ENSMUSG00000027202.12	-0.21	0.0208772057856467	NS
Atp8b5	ENSMUSG00000028457.18	-2.76	0.0208772057856467	Downregulated
Hint2	ENSMUSG00000028470.10	0.55	0.0208772057856467	NS
Acan	ENSMUSG00000030607.7	-0.17	0.0208772057856467	NS
Cotl1	ENSMUSG00000031827.13	0.56	0.0208772057856467	NS
Muc16	ENSMUSG00000109564.1	-1.6	0.0208772057856467	Downregulated
Vps26a	ENSMUSG00000020078.16	0.54	0.0208772057856467	NS
Mypn	ENSMUSG00000020067.8	-0.16	0.0208772057856467	NS
Dpy30	ENSMUSG00000024067.14	0.64	0.0208772057856467	NS
4932414N04Rik	ENSMUSG00000079324.11	-0.17	0.0209423676221934	NS
Gm16215	ENSMUSG00000089950.2	-1.14	0.0209437895965268	Downregulated
Cct6a	ENSMUSG00000029447.11	0.55	0.0209809008077563	NS
Trim67	ENSMUSG00000036913.15	-0.18	0.0210253556316671	NS
Pou6f2	ENSMUSG00000009734.18	-0.26	0.0210253556316671	NS
Mboat1	ENSMUSG00000038732.15	0.91	0.0210253556316671	NS
Pappa	ENSMUSG00000028370.7	-4.71	0.0211895310679462	Downregulated
Tmem63c	ENSMUSG00000034145.14	-0.21	0.0212054841491052	NS
Alb	ENSMUSG00000029368.10	-4.38	0.0212412427053118	Downregulated
Cntnap5b	ENSMUSG00000067028.11	-0.19	0.0212626101573987	NS
Mt3	ENSMUSG00000031760.9	1.53	0.0212738847553949	Upregulated
Npm3	ENSMUSG00000056209.7	0.74	0.0212738847553949	NS
Brinp2	ENSMUSG00000004031.13	-0.24	0.0213072858407499	NS
Hectd4	ENSMUSG00000042744.16	-0.62	0.0213146038802661	NS
Fhod1	ENSMUSG00000014778.10	-0.88	0.0213592284542178	NS
Col6a5	ENSMUSG00000091345.9	-4.2	0.0213592284542178	Downregulated
Lrrk2	ENSMUSG00000036273.15	-4.29	0.0213592284542178	Downregulated
Pros1	ENSMUSG00000022912.8	0.91	0.0213592284542178	NS
Nlgn1	ENSMUSG00000063887.13	-0.28	0.0215689295074291	NS
Mylk4	ENSMUSG00000044951.15	-0.27	0.0215689295074291	NS
Psma5	ENSMUSG00000068749.9	0.6	0.0215912275023027	NS
Gtf2e2	ENSMUSG00000031585.13	0.64	0.0215912275023027	NS
Vmn1r196	ENSMUSG00000069295.2	-0.18	0.0218237865117854	NS
Med28	ENSMUSG00000015804.14	0.57	0.0219742081061667	NS
Pla2g4d	ENSMUSG00000070719.4	-0.2	0.0219932576594707	NS
Cldn12	ENSMUSG00000046798.14	0.69	0.0220097467512024	NS
Eif4a1	ENSMUSG00000059796.16	0.66	0.0220611362035374	NS
Spag17	ENSMUSG00000027867.10	-0.25	0.0220887788324108	NS
Rsrp1	ENSMUSG00000037266.18	-0.61	0.0220887788324108	NS
Tcp11	ENSMUSG00000062859.15	-4.22	0.0220887788324108	Downregulated
Lgi1	ENSMUSG00000067242.11	-0.22	0.0220887788324108	NS
Dytn	ENSMUSG00000069085.5	-0.19	0.0222259664294011	NS
Adam33	ENSMUSG00000027318.17	-0.25	0.0222259664294011	NS
Gm3764	ENSMUSG00000097156.7	-0.18	0.0222259664294011	NS
Fgfr1op2	ENSMUSG00000040242.14	0.48	0.0222259664294011	NS
Celsr3	ENSMUSG00000023473.13	-1.5	0.0222259664294011	Downregulated
Btnl10	ENSMUSG00000020490.16	-0.15	0.0222259664294011	NS
Gm21049	ENSMUSG00000106397.1	-1.76	0.0222313664549566	Downregulated
Ccdc162	ENSMUSG00000075225.14	-2.52	0.0222313664549566	Downregulated
Adamts20	ENSMUSG00000022449.14	-0.24	0.0222313664549566	NS
Psma2	ENSMUSG00000015671.11	0.6	0.0222352823136353	NS
Dop1b	ENSMUSG00000022946.10	-0.66	0.0222352823136353	NS
Dut	ENSMUSG00000027203.15	0.53	0.0222354505066558	NS
Arhgap39	ENSMUSG00000033697.15	-1.01	0.0223013061385636	Downregulated
Igkv6-15	ENSMUSG00000094797.1	2.04	0.0224097909419912	Upregulated
Col19a1	ENSMUSG00000026141.13	-0.25	0.0224493012388052	NS
Grm5	ENSMUSG00000049583.15	-0.17	0.0226060612976361	NS
Gm33467	ENSMUSG00000113396.1	-1.47	0.0227005462538095	Downregulated
Eif2s1	ENSMUSG00000021116.10	0.55	0.0227990397928373	NS
Morc1	ENSMUSG00000022652.7	-2.38	0.0227990397928373	Downregulated
Flrt1	ENSMUSG00000047787.8	-0.23	0.0227990397928373	NS
Tek	ENSMUSG00000006386.15	-0.26	0.0228043098701429	NS
Rpl13a	ENSMUSG00000074129.14	0.72	0.0228043098701429	NS
Defa-ps1	ENSMUSG00000095813.4	1.66	0.0228043098701429	Upregulated
Pdlim3	ENSMUSG00000031636.7	-0.17	0.0228043098701429	NS
Mylk3	ENSMUSG00000031698.14	-2.14	0.0228043098701429	Downregulated
Sipa1l2	ENSMUSG00000001995.9	-0.96	0.0228043098701429	NS
Ppp1ca	ENSMUSG00000040385.7	0.5	0.0228043098701429	NS
Yif1a	ENSMUSG00000024875.5	0.49	0.0228043098701429	NS
Kbtbd8	ENSMUSG00000030031.14	0.99	0.0228458608330024	NS
Vmn2r59	ENSMUSG00000092032.2	-3.47	0.0228458608330024	Downregulated
Dpysl4	ENSMUSG00000025478.15	-0.15	0.0228458608330024	NS
Snap91	ENSMUSG00000033419.15	-0.2	0.0228458608330024	NS
Slc6a20b	ENSMUSG00000025243.15	-2.25	0.0228458608330024	Downregulated
Bmx	ENSMUSG00000031377.11	1.13	0.0228458608330024	Upregulated
Psma6	ENSMUSG00000021024.14	0.59	0.0228531502544757	NS
Gm15292	ENSMUSG00000074441.3	0.73	0.0228753531886861	NS
Tradd	ENSMUSG00000031887.13	0.54	0.0228753531886861	NS
Pih1d1	ENSMUSG00000003423.15	0.54	0.0228932495250141	NS
Sptbn1	ENSMUSG00000020315.18	-0.49	0.0228932495250141	NS
Slc26a9	ENSMUSG00000042268.10	-0.25	0.0228983310052668	NS
Olfr1307	ENSMUSG00000094747.3	-3.06	0.0228983310052668	Downregulated
Mov10l1	ENSMUSG00000015365.15	-0.15	0.0229788656614238	NS
Pcdh15	ENSMUSG00000052613.16	-3.18	0.0231471034816338	Downregulated
Slc12a5	ENSMUSG00000017740.17	-0.16	0.0235308459319077	NS
Clps	ENSMUSG00000024225.5	0.61	0.0235308459319077	NS
Olfr1030	ENSMUSG00000044923.4	-0.18	0.0236533708303611	NS
Gm21388	ENSMUSG00000114832.1	-0.18	0.023663269492827	NS
Yipf5	ENSMUSG00000024487.5	0.54	0.023663269492827	NS
Ufc1	ENSMUSG00000062963.10	0.71	0.0237819723019048	NS
Cntn2	ENSMUSG00000053024.14	-0.16	0.0239460800852066	NS
Arpc1a	ENSMUSG00000029621.14	0.48	0.0239460800852066	NS
Cntnap4	ENSMUSG00000031772.17	-0.17	0.0239460800852066	NS
Iqch	ENSMUSG00000037801.13	-0.2	0.0239460800852066	NS
Scn11a	ENSMUSG00000034115.10	-0.2	0.0239460800852066	NS
Rassf9	ENSMUSG00000044921.5	-0.25	0.0239460800852066	NS
Ndufs6	ENSMUSG00000021606.8	0.6	0.0239460800852066	NS
AI413582	ENSMUSG00000062753.14	0.83	0.0239460800852066	NS
Olfr76	ENSMUSG00000067522.3	-0.16	0.0239460800852066	NS
Ano3	ENSMUSG00000074968.11	-0.27	0.0240205520020275	NS
Dctn3	ENSMUSG00000028447.11	0.55	0.0240895142318078	NS
Lamtor5	ENSMUSG00000087260.5	0.6	0.0241736331626551	NS
Hipk2	ENSMUSG00000061436.15	-0.5	0.0242257900737617	NS
Tmem238l	ENSMUSG00000085683.2	0.53	0.0242612481110634	NS
Sntg1	ENSMUSG00000025909.16	-0.19	0.0244114665283394	NS
Rag2	ENSMUSG00000032864.4	-0.16	0.0244114665283394	NS
AC154369.1	ENSMUSG00000117068.2	-0.17	0.0244114665283394	NS
Ncam2	ENSMUSG00000022762.18	-3.5	0.0245789633943561	Downregulated
Kcnq3	ENSMUSG00000056258.9	-0.24	0.0246771467564652	NS
Eme2	ENSMUSG00000073436.11	-1.1	0.0246771467564652	Downregulated
Gm38211	ENSMUSG00000104476.1	-0.16	0.0248304583271718	NS
Slc10a5	ENSMUSG00000058921.3	-0.79	0.0248304583271718	NS
Egf	ENSMUSG00000028017.7	-1.82	0.0248304583271718	Downregulated
Gm10305	ENSMUSG00000104479.1	-0.14	0.0248304583271718	NS
Cnbp	ENSMUSG00000030057.15	0.51	0.0248304583271718	NS
Ddhd2	ENSMUSG00000061313.8	-0.57	0.0248304583271718	NS
Slc17a8	ENSMUSG00000019935.16	-0.18	0.0248304583271718	NS
Atp2b1	ENSMUSG00000019943.10	-0.53	0.0248304583271718	NS
Gm22973	ENSMUSG00000065232.1	2.18	0.0248304583271718	Upregulated
Gipc1	ENSMUSG00000019433.9	0.53	0.0248711553766932	NS
Emc8	ENSMUSG00000031819.13	0.55	0.0248711553766932	NS
Pkd1l1	ENSMUSG00000046634.12	-0.34	0.0249137961094472	NS
Chrna3	ENSMUSG00000032303.7	-0.21	0.0249185764603229	NS
Ciao2b	ENSMUSG00000031879.14	0.59	0.0249984644041246	NS
Csrnp3	ENSMUSG00000044647.16	-0.16	0.0250436942024141	NS
Gm42630	ENSMUSG00000105278.1	-0.17	0.025056006212359	NS
Pgls	ENSMUSG00000031807.10	0.51	0.0250775328578881	NS
Trpm6	ENSMUSG00000024727.9	-1.49	0.0251254500511639	Downregulated
Abca12	ENSMUSG00000050296.14	-2.97	0.0252130309439042	Downregulated
Polr2e	ENSMUSG00000004667.18	0.52	0.0252565196407531	NS
Creb5	ENSMUSG00000053007.9	-3.56	0.0252780881009642	Downregulated
Creg1	ENSMUSG00000040713.12	0.5	0.0255667173303911	NS
Stard3nl	ENSMUSG00000003062.13	0.52	0.0255667173303911	NS
Ddx17	ENSMUSG00000055065.7	-0.54	0.0255768194446929	NS
Nwd2	ENSMUSG00000090061.9	-0.21	0.0257950997697745	NS
Snrpd2	ENSMUSG00000040824.3	0.69	0.0258434028601751	NS
Pgf	ENSMUSG00000004791.7	-0.13	0.0258434028601751	NS
Fxn	ENSMUSG00000059363.10	0.69	0.0258434028601751	NS
Stk-ps2	ENSMUSG00000044457.8	-0.15	0.0259010044583073	NS
Cecr2	ENSMUSG00000071226.11	-4.55	0.0259142112771971	Downregulated
Cnn3	ENSMUSG00000053931.11	0.5	0.0259615347373285	NS
Frmpd2	ENSMUSG00000108841.1	-0.18	0.025965193064538	NS
Cyba	ENSMUSG00000006519.11	0.55	0.0260136635686988	NS
Nt5c3	ENSMUSG00000029780.14	0.53	0.026029136490577	NS
