Geneid	ENSEMBL	log2FoldChange	padj	DEG
Map10	ENSMUSG00000050930.5	-2.49	0.000636129807491918	Downregulated
Itgb7	ENSMUSG00000001281.10	1.83	0.00064445420667805	Upregulated
Gskip	ENSMUSG00000044715.7	0.78	0.000658953594105427	NS
Igfbp6	ENSMUSG00000023046.6	1.62	0.000661022360890655	Upregulated
Iba57	ENSMUSG00000049287.5	-1.18	0.000662162742528353	Downregulated
Ccdc80	ENSMUSG00000022665.15	1.7	0.000666302927449062	Upregulated
Ikzf2	ENSMUSG00000025997.13	1.98	0.000670492808375407	Upregulated
Agap2	ENSMUSG00000025422.9	2.39	0.000673972299715213	Upregulated
Lrp4	ENSMUSG00000027253.15	-0.8	0.00067947807167405	NS
Gm24289	ENSMUSG00000088254.1	2.67	0.000690280259511494	Upregulated
Scd1	ENSMUSG00000037071.3	1.68	0.000692303920863164	Upregulated
Igf2bp2	ENSMUSG00000033581.17	-1.02	0.000712338708406255	Downregulated
Slfn9	ENSMUSG00000069793.12	-0.81	0.000727452376290919	NS
Adcy7	ENSMUSG00000031659.13	1.51	0.000731562737814985	Upregulated
Tk2	ENSMUSG00000035824.7	1.25	0.000735675648791963	Upregulated
Gm8979	ENSMUSG00000095649.3	-1.25	0.000740309792300475	Downregulated
Serpina3g	ENSMUSG00000041481.16	1.76	0.000744911076843771	Upregulated
Cyp4f16	ENSMUSG00000048440.16	-0.77	0.000763673645249884	NS
Hspa12a	ENSMUSG00000025092.7	1.51	0.000764643986882819	Upregulated
Ap1g2	ENSMUSG00000040701.16	-0.76	0.000773707986510392	NS
Hcls1	ENSMUSG00000022831.14	1.7	0.000787551714879807	Upregulated
Maf	ENSMUSG00000055435.6	1.07	0.00079135373676216	Upregulated
Tap1	ENSMUSG00000037321.17	0.8	0.00079159308629828	NS
Prss35	ENSMUSG00000033491.13	2.67	0.000791769390687381	Upregulated
Cfap126	ENSMUSG00000026649.14	2.4	0.000813130831285667	Upregulated
Scarna2	ENSMUSG00000088185.1	1.45	0.000813130831285667	Upregulated
Anln	ENSMUSG00000036777.8	-0.9	0.000828995384165167	NS
Cd200r1	ENSMUSG00000022667.18	2.18	0.000840156390239848	Upregulated
Dsp	ENSMUSG00000054889.10	-0.77	0.000847852573373346	NS
Pfas	ENSMUSG00000020899.16	-0.78	0.000851826108687093	NS
Mfsd13a	ENSMUSG00000025227.14	-1.02	0.000871012243824714	Downregulated
Sh3bp2	ENSMUSG00000054520.15	1.43	0.000882998627773126	Upregulated
Dusp4	ENSMUSG00000031530.6	-1.7	0.000887406232211045	Downregulated
Gm27149	ENSMUSG00000098426.1	-1.78	0.000906402043240083	Downregulated
Myo1f	ENSMUSG00000024300.17	1.54	0.000915412080573066	Upregulated
Mgat4a	ENSMUSG00000026110.15	-0.73	0.000921653911084128	NS
D16Ertd472e	ENSMUSG00000022864.14	1.87	0.000921653911084128	Upregulated
Ltn1	ENSMUSG00000052299.9	-0.8	0.000926526387646457	NS
Vim	ENSMUSG00000026728.9	1.2	0.000928566225090057	Upregulated
Gm6278	ENSMUSG00000116972.1	1.43	0.000928566225090057	Upregulated
9430015G10Rik	ENSMUSG00000059939.13	-1.08	0.000931206657279765	Downregulated
Myl7	ENSMUSG00000020469.8	1.05	0.000941476999934679	Upregulated
Zfp692	ENSMUSG00000037243.17	-0.98	0.000941476999934679	NS
Cyp2c65	ENSMUSG00000067231.4	-0.88	0.000941476999934679	NS
Susd2	ENSMUSG00000006342.15	1.11	0.000954364197635097	Upregulated
Ceacam18	ENSMUSG00000030472.9	0.97	0.000956184338401867	NS
Cd79b	ENSMUSG00000040592.11	1.15	0.000974572851877213	Upregulated
Rftn1	ENSMUSG00000039316.14	1.78	0.000982286026359393	Upregulated
Lgals3	ENSMUSG00000050335.17	0.78	0.0009861909883555	NS
Pnliprp2	ENSMUSG00000025091.4	-0.85	0.00101958096837395	NS
Gm17783	ENSMUSG00000116542.1	-1.05	0.00102780591572614	Downregulated
Pnn	ENSMUSG00000020994.5	-0.81	0.00103156322382933	NS
1300014J16Rik	ENSMUSG00000112545.1	-1.6	0.00103606879465545	Downregulated
Rasal3	ENSMUSG00000052142.15	1.69	0.00103825739811789	Upregulated
Hsd17b6	ENSMUSG00000025396.7	-0.85	0.00108065485413106	NS
Smpdl3b	ENSMUSG00000028885.8	0.87	0.00109564707757507	NS
Cit	ENSMUSG00000029516.19	-1.05	0.00109564707757507	Downregulated
Lrrc25	ENSMUSG00000049988.5	3.11	0.00109564707757507	Upregulated
Cd69	ENSMUSG00000030156.5	1.76	0.00109651940594745	Upregulated
Cd27	ENSMUSG00000030336.14	1.71	0.00109657103354623	Upregulated
Nfia	ENSMUSG00000028565.18	-0.79	0.00112182137677583	NS
Aqp3	ENSMUSG00000028435.8	1.2	0.00112421878659018	Upregulated
Cklf	ENSMUSG00000054400.16	1.42	0.00115002142880877	Upregulated
Clca4a	ENSMUSG00000068547.6	0.77	0.00116604083746327	NS
Inpp5d	ENSMUSG00000026288.14	0.99	0.00118095769394384	NS
Lat2	ENSMUSG00000040751.12	1.61	0.00118095769394384	Upregulated
Gcnt1	ENSMUSG00000038843.18	2	0.00121611643370448	Upregulated
Ctla2a	ENSMUSG00000044258.10	2.76	0.00127774778049872	Upregulated
Dis3	ENSMUSG00000033166.11	-1.31	0.00127774778049872	Downregulated
BC025446	ENSMUSG00000047728.13	0.77	0.00128898123595155	NS
Gm19557	ENSMUSG00000097990.1	2.39	0.0013142821722845	Upregulated
Arhgap32	ENSMUSG00000041444.14	-0.76	0.00132556620364009	NS
Utp20	ENSMUSG00000004356.8	-0.94	0.00135048531822325	NS
Snora30	ENSMUSG00000065259.1	2.04	0.00135555669954255	Upregulated
Mpst	ENSMUSG00000071711.12	1.14	0.0013593789545893	Upregulated
Plat	ENSMUSG00000031538.6	2.45	0.00138487259551784	Upregulated
Incenp	ENSMUSG00000024660.9	-0.79	0.00138708969336324	NS
Gstm1	ENSMUSG00000058135.12	-0.76	0.00141382619059563	NS
Cldn2	ENSMUSG00000047230.6	-0.69	0.00141382619059563	NS
Ctsl	ENSMUSG00000021477.9	0.84	0.0014227049831605	NS
Ndrg1	ENSMUSG00000005125.13	0.7	0.00145179502885483	NS
Ncapd2	ENSMUSG00000038252.13	-0.75	0.00147897687492297	NS
Thrap3	ENSMUSG00000043962.16	-0.69	0.00155505011769382	NS
Hook1	ENSMUSG00000028572.13	-0.76	0.00159138294426944	NS
Was	ENSMUSG00000031165.6	1.68	0.00160036017571627	Upregulated
Dnmt1	ENSMUSG00000004099.16	-0.76	0.00160686900398934	NS
Car9	ENSMUSG00000028463.14	-0.67	0.00164206127835905	NS
Pomt1	ENSMUSG00000039254.16	-0.83	0.00165108670855983	NS
Cyp3a25	ENSMUSG00000029630.15	-0.82	0.00166531762376283	NS
Mfng	ENSMUSG00000018169.12	2.05	0.00166531762376283	Upregulated
Gng2	ENSMUSG00000043004.13	1.87	0.00166691758835178	Upregulated
Cdca2	ENSMUSG00000048922.18	-0.91	0.00166691758835178	NS
Afg3l2	ENSMUSG00000024527.10	-1.05	0.00171756151734174	Downregulated
Zfp397	ENSMUSG00000024276.7	-0.84	0.00172591957308162	NS
Sis	ENSMUSG00000027790.14	-0.7	0.00175031405647511	NS
Zfp462	ENSMUSG00000060206.11	-1.12	0.00175186303412359	Downregulated
Igkv1-110	ENSMUSG00000093861.2	2.2	0.00176109712806547	Upregulated
Retreg1	ENSMUSG00000022270.16	0.85	0.00176834958225206	NS
Ncaph	ENSMUSG00000034906.15	-0.84	0.00179984947397863	NS
Cyp2b10	ENSMUSG00000030483.14	-0.72	0.0018134038307417	NS
Ankrd44	ENSMUSG00000052331.14	1.07	0.00181344890804789	Upregulated
S100a1	ENSMUSG00000044080.9	0.87	0.00181344890804789	NS
2310022B05Rik	ENSMUSG00000031983.7	1.27	0.00181344890804789	Upregulated
Ms4a7	ENSMUSG00000024672.11	2.34	0.00181344890804789	Upregulated
Cd4	ENSMUSG00000023274.14	2.59	0.00184607165314579	Upregulated
Baz1b	ENSMUSG00000002748.7	-0.86	0.00186002731794053	NS
Gsap	ENSMUSG00000039934.12	1.64	0.00186192385922554	Upregulated
Eln	ENSMUSG00000029675.12	2.24	0.00195240648087481	Upregulated
Edaradd	ENSMUSG00000095105.2	-1.76	0.00195240648087481	Downregulated
D330023K18Rik	ENSMUSG00000087269.1	1.32	0.00195446399058107	Upregulated
Mcpt2	ENSMUSG00000022226.6	1.66	0.00195446399058107	Upregulated
Ybx1	ENSMUSG00000028639.14	-0.72	0.00197898613384954	NS
Glipr1	ENSMUSG00000056888.11	1.69	0.00197898613384954	Upregulated
Dock2	ENSMUSG00000020143.15	1.39	0.00197898613384954	Upregulated
Ly6e	ENSMUSG00000022587.14	0.82	0.00197898613384954	NS
Flnb	ENSMUSG00000025278.9	-0.67	0.00199249919423233	NS
Ido1	ENSMUSG00000031551.12	1.3	0.00200321374425816	Upregulated
Htatsf1	ENSMUSG00000067873.11	-0.9	0.00203122560297683	NS
Elovl6	ENSMUSG00000041220.10	-0.71	0.00205479566725817	NS
Car2	ENSMUSG00000027562.12	1.12	0.00210579971087798	Upregulated
Gbp8	ENSMUSG00000034438.16	1.81	0.00210579971087798	Upregulated
Tbc1d4	ENSMUSG00000033083.16	-1.08	0.00210579971087798	Downregulated
Cenpf	ENSMUSG00000026605.14	-1.09	0.00211839203234826	Downregulated
Iqgap3	ENSMUSG00000028068.14	-0.87	0.00211839203234826	NS
Ly6a	ENSMUSG00000075602.10	1.49	0.00215242704522036	Upregulated
Cd300lf	ENSMUSG00000047798.15	1.15	0.00216594344827059	Upregulated
Rgs10	ENSMUSG00000030844.11	1.72	0.00219024530023533	Upregulated
Kif21a	ENSMUSG00000022629.17	-0.88	0.00220428816932074	NS
Gsta1	ENSMUSG00000074183.3	-0.85	0.00221080417189631	NS
Il27ra	ENSMUSG00000005465.9	1.82	0.00227345530816889	Upregulated
Kcns3	ENSMUSG00000043673.11	-1.81	0.00233174029915907	Downregulated
Gm9765	ENSMUSG00000038218.3	-1.32	0.00233847851194693	Downregulated
Isg15	ENSMUSG00000035692.6	1.07	0.00234114572293119	Upregulated
Iglv1	ENSMUSG00000076934.2	1.74	0.00236196017683244	Upregulated
Dirc2	ENSMUSG00000022848.8	1.08	0.00241544662022475	Upregulated
Ighg2b	ENSMUSG00000076613.4	1.91	0.00243824981886872	Upregulated
Ncf1	ENSMUSG00000015950.13	1.46	0.00244347633265232	Upregulated
Klhl21	ENSMUSG00000073700.3	-1.34	0.0024566111479476	Downregulated
Scrib	ENSMUSG00000022568.17	-0.88	0.0024566111479476	NS
Pla2g16	ENSMUSG00000060675.13	0.79	0.0025143711461336	NS
Fhod1	ENSMUSG00000014778.10	-1.05	0.00259105606212829	Downregulated
Fasl	ENSMUSG00000000817.10	2.38	0.00262029363343588	Upregulated
Prkaa2	ENSMUSG00000028518.8	-0.88	0.00262910125100805	NS
Cfp	ENSMUSG00000001128.7	1.43	0.00262910125100805	Upregulated
Man2a2	ENSMUSG00000038886.10	1.55	0.0026572342455475	Upregulated
Tubal3	ENSMUSG00000021216.7	0.72	0.00268324197232171	NS
Pigo	ENSMUSG00000028454.16	-0.85	0.00274746224569602	NS
Igkv10-96	ENSMUSG00000094420.2	2.41	0.00274746224569602	Upregulated
Eif4e3	ENSMUSG00000093661.1	1.18	0.00278097180755988	Upregulated
Prc1	ENSMUSG00000038943.16	-0.81	0.00279585928540767	NS
Itpr1	ENSMUSG00000030102.11	-0.92	0.00281001360573693	NS
Sox9	ENSMUSG00000000567.5	-0.82	0.00281966814605459	NS
Gfpt1	ENSMUSG00000029992.14	-0.63	0.00285296365209685	NS
Siva1	ENSMUSG00000064326.13	0.79	0.00285296365209685	NS
Scaf11	ENSMUSG00000033228.8	-0.67	0.00285296365209685	NS
AC132133.2	ENSMUSG00000117426.1	7.29	0.00285296365209685	Upregulated
Ctse	ENSMUSG00000004552.16	2.88	0.00287300892018164	Upregulated
Ppp1r1b	ENSMUSG00000061718.12	-0.59	0.00289752673600596	NS
Tnfsf13os	ENSMUSG00000085890.7	0.91	0.00292470104614512	NS
AI506816	ENSMUSG00000105987.4	-0.73	0.00292838831959176	NS
Axl	ENSMUSG00000002602.16	2	0.00292838831959176	Upregulated
Nrros	ENSMUSG00000052384.14	1.56	0.00294154079376052	Upregulated
Lag3	ENSMUSG00000030124.2	1.79	0.00296931910457424	Upregulated
Cd101	ENSMUSG00000086564.9	2.2	0.00297373527234889	Upregulated
Celf2	ENSMUSG00000002107.18	1.18	0.00299891846803825	Upregulated
Gm47585	ENSMUSG00000114104.1	-1.3	0.00299891846803825	Downregulated
Tmc4	ENSMUSG00000019734.16	-0.64	0.00302531049626073	NS
Dpysl5	ENSMUSG00000029168.14	-1.25	0.00302723053404279	Downregulated
Dpep1	ENSMUSG00000019278.5	0.63	0.00302723053404279	NS
Pstpip1	ENSMUSG00000032322.14	1.52	0.00312352646939756	Upregulated
St5	ENSMUSG00000031024.13	-0.83	0.00314838976965734	NS
Cyp2c66	ENSMUSG00000067229.3	-1	0.00322487183000716	Downregulated
Aqp8	ENSMUSG00000030762.11	0.88	0.00325612232580686	NS
Cd247	ENSMUSG00000005763.15	1.69	0.00325715226344767	Upregulated
Gng13	ENSMUSG00000025739.13	1.87	0.0033444631506351	Upregulated
Defa34	ENSMUSG00000063206.4	0.77	0.00339594217726186	NS
Naip6	ENSMUSG00000078942.10	-0.65	0.00339594217726186	NS
Casp3	ENSMUSG00000031628.9	-0.64	0.00345423853595169	NS
Limk1	ENSMUSG00000029674.13	1.77	0.00347971181380266	Upregulated
Fermt1	ENSMUSG00000027356.8	-0.72	0.00348837399391237	NS
Tet3	ENSMUSG00000034832.15	-0.65	0.00349729905882656	NS
Galnt4	ENSMUSG00000090035.3	-0.69	0.00353442326872634	NS
4732419C18Rik	ENSMUSG00000097203.2	1.68	0.00361259286966879	Upregulated
Itga2	ENSMUSG00000015533.9	-0.87	0.00366487205203947	NS
Ryr3	ENSMUSG00000057378.15	1.75	0.00366753654118821	Upregulated
Reg3b	ENSMUSG00000071356.7	0.73	0.00366869293744135	NS
Pmp22	ENSMUSG00000018217.12	0.62	0.00366869293744135	NS
Srsf5	ENSMUSG00000021134.17	-0.81	0.00371752550385331	NS
Clec4n	ENSMUSG00000023349.14	2.36	0.00373719879913285	Upregulated
Sct	ENSMUSG00000038580.13	0.77	0.00373719879913285	NS
Kmt2d	ENSMUSG00000048154.17	-0.62	0.00376064517201887	NS
Mkrn2os	ENSMUSG00000068011.4	0.74	0.00382904301694112	NS
Ndc1	ENSMUSG00000028614.14	-0.72	0.00385963682410575	NS
Lzts3	ENSMUSG00000037703.14	-0.78	0.00390095537717598	NS
Grap2	ENSMUSG00000042351.9	1.6	0.00390095537717598	Upregulated
Chsy1	ENSMUSG00000032640.10	1.44	0.00394133945180245	Upregulated
Ccng2	ENSMUSG00000029385.14	0.86	0.00398345558034811	NS
Fcgr2b	ENSMUSG00000026656.15	2.04	0.00399476100843403	Upregulated
Mfap5	ENSMUSG00000030116.14	1.87	0.00399481867755359	Upregulated
Hpgd	ENSMUSG00000031613.9	0.6	0.00399481867755359	NS
Syne1	ENSMUSG00000096054.3	1.34	0.00399481867755359	Upregulated
Dennd6b	ENSMUSG00000015377.10	-1.12	0.00399481867755359	Downregulated
Bbox1	ENSMUSG00000041660.8	1.29	0.00401176221835255	Upregulated
Bambi-ps1	ENSMUSG00000081219.1	1.67	0.00401176221835255	Upregulated
Ttll10	ENSMUSG00000029074.14	-1.07	0.00401176221835255	Downregulated
Prdm1	ENSMUSG00000038151.13	1.4	0.00401176221835255	Upregulated
Plek	ENSMUSG00000020120.15	1.18	0.00401176221835255	Upregulated
Zscan26	ENSMUSG00000022228.14	-0.77	0.00401176221835255	NS
Gm42826	ENSMUSG00000106001.1	1.56	0.00405133897523525	Upregulated
Far1	ENSMUSG00000030759.16	1.09	0.00407252777922286	Upregulated
H2-M3	ENSMUSG00000016206.6	1.15	0.0040832532701674	Upregulated
Tifa	ENSMUSG00000046688.14	0.76	0.00430336889638964	NS
Zan	ENSMUSG00000079173.11	-0.92	0.00432397421014567	NS
Troap	ENSMUSG00000032783.9	-1.37	0.00432558349472811	Downregulated
2010010A06Rik	ENSMUSG00000102047.1	1.33	0.00432558349472811	Upregulated
9130208D14Rik	ENSMUSG00000086513.3	-0.89	0.00444375285243579	NS
Chgb	ENSMUSG00000027350.8	-0.7	0.00447273596604154	NS
Msn	ENSMUSG00000031207.16	1.32	0.00447273596604154	Upregulated
Ostf1	ENSMUSG00000024725.13	0.59	0.0045208564743313	NS
Ern1	ENSMUSG00000020715.9	-0.76	0.00454124466474129	NS
Hmga1	ENSMUSG00000046711.16	-0.71	0.00454124466474129	NS
Eif3a	ENSMUSG00000024991.8	-0.65	0.0045799459849578	NS
Aif1	ENSMUSG00000024397.14	2.13	0.00458182743335975	Upregulated
Rnpep	ENSMUSG00000041926.15	-0.62	0.00458210441212093	NS
Mxra8	ENSMUSG00000029070.9	1.68	0.00458673419558461	Upregulated
Cd72	ENSMUSG00000028459.11	1.58	0.00463466081477481	Upregulated
Pxmp2	ENSMUSG00000029499.11	-1.03	0.00467449434250497	Downregulated
Hck	ENSMUSG00000003283.14	0.76	0.00470698188293783	NS
Flrt3	ENSMUSG00000051379.12	-0.78	0.00474841503810422	NS
Rbm15	ENSMUSG00000048109.10	-0.94	0.00477838406251394	NS
Ifi203	ENSMUSG00000039997.16	2.13	0.00481992021958305	Upregulated
Cgn	ENSMUSG00000068876.14	-0.65	0.00481992021958305	NS
Muc16	ENSMUSG00000109564.1	1.34	0.00481992021958305	Upregulated
Ifi27l2a	ENSMUSG00000079017.3	1.21	0.00481992021958305	Upregulated
Lamc2	ENSMUSG00000026479.13	0.94	0.00485096804798797	NS
Reep5	ENSMUSG00000005873.6	0.68	0.00485109152481938	NS
Atp8b2	ENSMUSG00000060671.12	2.03	0.00488714794805404	Upregulated
Mdc1	ENSMUSG00000061607.15	-0.76	0.00489711526409954	NS
Fam189b	ENSMUSG00000032657.15	1.21	0.00491560052474173	Upregulated
Plagl2	ENSMUSG00000051413.17	-0.82	0.00491672470591871	NS
Srrm1	ENSMUSG00000028809.16	-0.67	0.00500181924212872	NS
Zfp36l2	ENSMUSG00000045817.8	-0.88	0.00502368184837693	NS
Bace2	ENSMUSG00000040605.7	-0.86	0.00507536931317093	NS
Gls	ENSMUSG00000026103.14	-0.74	0.00510221917495049	NS
Alkbh5	ENSMUSG00000042650.3	-1.07	0.00510221917495049	Downregulated
Fgl2	ENSMUSG00000039899.5	0.82	0.00512326077367031	NS
Gngt2	ENSMUSG00000038811.13	1.08	0.00513275169289086	Upregulated
Slc17a4	ENSMUSG00000021336.17	-0.68	0.00518126785826161	NS
Mras	ENSMUSG00000032470.17	1.97	0.00524944155143112	Upregulated
E2f2	ENSMUSG00000018983.9	-0.8	0.00535586468488667	NS
Trib3	ENSMUSG00000032715.9	1.58	0.00542493343732319	Upregulated
Tmem189	ENSMUSG00000090213.1	1.6	0.00542493343732319	Upregulated
Slc1a5	ENSMUSG00000001918.17	-0.71	0.00542493343732319	NS
Kif4	ENSMUSG00000034311.3	-0.82	0.00542493343732319	NS
Ttn	ENSMUSG00000051747.14	1.02	0.00547103978301571	Upregulated
Rrnad1	ENSMUSG00000004896.16	-0.96	0.00550793073844373	NS
Prelp	ENSMUSG00000041577.5	-0.79	0.00557662435251715	NS
Top2a	ENSMUSG00000020914.17	-0.73	0.00563574547582856	NS
Ifit1bl2	ENSMUSG00000067297.5	0.89	0.00564234138231538	NS
Akna	ENSMUSG00000039158.11	1.05	0.00566648573407457	Upregulated
mt-Ta	ENSMUSG00000064347.1	1.46	0.00569083626734031	Upregulated
Ado	ENSMUSG00000057134.5	-1.01	0.00571553053748356	Downregulated
Ddit4	ENSMUSG00000020108.4	-0.77	0.00576439135821949	NS
Tmed2	ENSMUSG00000029390.13	-0.84	0.00582359502792561	NS
Cd244a	ENSMUSG00000004709.14	1.18	0.00584014194480343	Upregulated
Zfas1	ENSMUSG00000074578.13	0.9	0.0058603332742869	NS
Alox5ap	ENSMUSG00000060063.9	0.97	0.00595938652725281	NS
Plb1	ENSMUSG00000029134.14	-0.83	0.00597996017045197	NS
Slamf7	ENSMUSG00000038179.13	1.99	0.00600591646821924	Upregulated
Fam3b	ENSMUSG00000022938.8	0.66	0.00600591646821924	NS
Peli1	ENSMUSG00000020134.13	-1.08	0.00601632663704955	Downregulated
mt-Tp	ENSMUSG00000064372.1	1.11	0.00608601789526784	Upregulated
S100a11	ENSMUSG00000027907.4	0.79	0.00611491635373974	NS
Ano9	ENSMUSG00000054662.8	-0.64	0.00614969674086939	NS
Arhgap11a	ENSMUSG00000041219.14	-0.79	0.00615838234858736	NS
Ptp4a3	ENSMUSG00000059895.13	0.83	0.00615838234858736	NS
Islr	ENSMUSG00000037206.15	3.33	0.00615936346099451	Upregulated
Akr1b8	ENSMUSG00000029762.6	1.03	0.00632733768910733	Upregulated
Rplp0	ENSMUSG00000067274.10	-0.68	0.00638785423176522	NS
Abi3	ENSMUSG00000018381.15	1.34	0.00638785423176522	Upregulated
Trim38	ENSMUSG00000064140.3	-0.9	0.00638785423176522	NS
Litaf	ENSMUSG00000022500.15	0.69	0.00643320576801918	NS
Cenpe	ENSMUSG00000045328.11	-1.01	0.00648561112102338	Downregulated
Man1a2	ENSMUSG00000008763.16	-0.66	0.00652003577888304	NS
Atf7ip	ENSMUSG00000030213.12	-0.64	0.00652003577888304	NS
Akr1c13	ENSMUSG00000021213.12	0.71	0.00652003577888304	NS
Spats2l	ENSMUSG00000038305.15	0.99	0.00669991067880313	NS
Zbtb38	ENSMUSG00000040433.16	-0.78	0.00672954245145495	NS
Kcnab2	ENSMUSG00000028931.11	1.81	0.00678510921114663	Upregulated
Igtp	ENSMUSG00000078853.8	1.14	0.00678510921114663	Upregulated
H2afx	ENSMUSG00000049932.3	-0.65	0.00688687596004149	NS
Slc5a4b	ENSMUSG00000020226.9	-0.82	0.00688687596004149	NS
Lonrf3	ENSMUSG00000016239.11	-1.93	0.00688687596004149	Downregulated
Ighv1-26	ENSMUSG00000094546.1	4.06	0.00691604024249861	Upregulated
Gm15293	ENSMUSG00000079116.1	1.3	0.00694586870175352	Upregulated
Stk26	ENSMUSG00000031112.10	1.54	0.00717666623628381	Upregulated
Klhl6	ENSMUSG00000043008.9	1.55	0.00719150021935763	Upregulated
Ipo11	ENSMUSG00000042590.16	-0.78	0.00724469998743969	NS
Rasgef1b	ENSMUSG00000089809.9	0.99	0.00730509927430454	NS
Cmtm7	ENSMUSG00000032436.17	0.79	0.00752355014485414	NS
Cd84	ENSMUSG00000038147.13	1.85	0.00754340041867038	Upregulated
Gm4316	ENSMUSG00000110537.1	-1.77	0.0075817785095624	Downregulated
Nkain4	ENSMUSG00000027574.15	2	0.00761465435701283	Upregulated
Rsph3b	ENSMUSG00000023806.10	-1.06	0.00764287585303509	Downregulated
Gm12250	ENSMUSG00000082292.3	1.11	0.00768066081476774	Upregulated
Pglyrp2	ENSMUSG00000079563.10	1.47	0.00773028509790797	Upregulated
Brca1	ENSMUSG00000017146.12	-1	0.00775440933061705	Downregulated
Gm19585	ENSMUSG00000100150.2	2.05	0.00775440933061705	Upregulated
Slc25a37	ENSMUSG00000034248.7	-0.68	0.00778598251306404	NS
Nlrc5	ENSMUSG00000074151.13	1.27	0.00780117764099026	Upregulated
Pkn3	ENSMUSG00000026785.14	-0.95	0.00782149393146138	NS
Cysltr2	ENSMUSG00000033470.12	2.06	0.00782149393146138	Upregulated
Sit1	ENSMUSG00000028460.6	2.21	0.007835182681709	Upregulated
Igkv8-27	ENSMUSG00000076580.3	2.25	0.00784008686823416	Upregulated
Myh14	ENSMUSG00000030739.18	-0.62	0.00784008686823416	NS
mt-Tq	ENSMUSG00000064343.1	1.11	0.00784008686823416	Upregulated
Rpl15-ps2	ENSMUSG00000098915.1	3.08	0.00799798082920087	Upregulated
Arhgef6	ENSMUSG00000031133.12	1.48	0.00800994197706225	Upregulated
Qpct	ENSMUSG00000024084.8	1.88	0.00805871816005758	Upregulated
Sgms2	ENSMUSG00000050931.7	-0.62	0.00810003766350857	NS
Col24a1	ENSMUSG00000028197.4	1.8	0.00815807370118115	Upregulated
Anxa6	ENSMUSG00000018340.13	1.18	0.00815807370118115	Upregulated
Gm13340	ENSMUSG00000083563.1	0.86	0.00818103662427356	NS
mt-Tv	ENSMUSG00000064338.1	1.34	0.00841851012686722	Upregulated
Uhrf1	ENSMUSG00000001228.14	-0.62	0.00842875205149061	NS
Mansc1	ENSMUSG00000032718.4	-0.82	0.00853949826262869	NS
Ankle1	ENSMUSG00000046295.13	-0.94	0.00853949826262869	NS
Atad2	ENSMUSG00000022360.8	-0.69	0.00853949826262869	NS
Ndor1	ENSMUSG00000006471.18	-0.84	0.00856011205437419	NS
Nudt14	ENSMUSG00000002804.4	0.64	0.00856317629841074	NS
Eif4g1	ENSMUSG00000045983.16	-0.55	0.00856317629841074	NS
Tbc1d10c	ENSMUSG00000040247.6	1.42	0.00857194500979401	Upregulated
Neurog3	ENSMUSG00000044312.4	-1.87	0.00858282706701951	Downregulated
Fasn	ENSMUSG00000025153.9	-0.74	0.00862407339530513	NS
Ifit1	ENSMUSG00000034459.8	0.95	0.00867158936093854	NS
Rad54b	ENSMUSG00000078773.11	-1.11	0.00877489725422469	Downregulated
Lcp1	ENSMUSG00000021998.16	0.84	0.00882502782739778	NS
Gstt1	ENSMUSG00000001663.10	0.64	0.00885570373854581	NS
Hebp1	ENSMUSG00000042770.8	0.86	0.00900925658413845	NS
Hacd4	ENSMUSG00000028497.12	1.89	0.0090836492623516	Upregulated
Cdk6	ENSMUSG00000040274.11	-0.58	0.0090836492623516	NS
Itgb2	ENSMUSG00000000290.13	1.26	0.0090836492623516	Upregulated
Dnajb11	ENSMUSG00000004460.17	-0.77	0.0090836492623516	NS
Ncmap	ENSMUSG00000043924.16	1.82	0.00909348921664944	Upregulated
Tlcd2	ENSMUSG00000038217.13	0.81	0.00909348921664944	NS
Pprc1	ENSMUSG00000055491.14	-0.87	0.00909348921664944	NS
Sh3bgrl3	ENSMUSG00000028843.8	0.58	0.00911879507896307	NS
Arhgap25	ENSMUSG00000030047.14	1.77	0.00911879507896307	Upregulated
Aip	ENSMUSG00000024847.15	0.69	0.00911879507896307	NS
Pea15a	ENSMUSG00000013698.12	0.9	0.0092405814732376	NS
Dsn1	ENSMUSG00000027635.15	-0.84	0.00930981364938218	NS
Gbp4	ENSMUSG00000079363.7	1.65	0.00930981364938218	Upregulated
Urb2	ENSMUSG00000031976.14	-1.11	0.00930981364938218	Downregulated
Tbcb	ENSMUSG00000006095.12	0.57	0.00939713732638199	NS
Cdc42ep1	ENSMUSG00000049521.2	-0.94	0.0094286827462571	NS
Prkacb	ENSMUSG00000005034.15	0.91	0.00942912407140617	NS
E2f8	ENSMUSG00000046179.17	-0.76	0.00951306439345395	NS
Ubash3b	ENSMUSG00000032020.15	1.34	0.00951306439345395	Upregulated
Tug1	ENSMUSG00000056579.18	-0.91	0.00951306439345395	NS
Actn1	ENSMUSG00000015143.15	-0.73	0.00976876433382012	NS
Nsd2	ENSMUSG00000057406.16	-0.68	0.00983065398645123	NS
Padi4	ENSMUSG00000025330.6	2	0.00983926911956884	Upregulated
Nlrc3	ENSMUSG00000049871.14	1.35	0.00984513446161518	Upregulated
Ttc14	ENSMUSG00000027677.17	-0.73	0.00993080866565191	NS
S1pr4	ENSMUSG00000044199.6	1.94	0.00993080866565191	Upregulated
